date,day_of_week,hour,customers_per_hour,staff_working,sales_pln,is_weekend,is_holiday,weather,month,seasonal_multiplier
2024-01-07,Niedziela,11,106,10,13431.01,True,False,śnieg,1,1.3
2024-01-07,Niedziela,12,171,15,20260.78,True,False,pochmurnie,1,1.3
2024-01-07,Niedziela,13,151,15,19985.06,True,False,słonecznie,1,1.3
2024-01-07,Niedziela,14,170,15,24713.76,True,False,śnieg,1,1.3
2024-01-07,Niedziela,15,209,15,26668.4,True,False,pochmurnie,1,1.3
2024-01-07,Niedziela,16,204,15,20126.89,True,False,śnieg,1,1.3
2024-01-07,Niedziela,17,233,15,27152.49,True,False,pochmurnie,1,1.3
2024-01-07,Niedziela,18,166,15,23090.24,True,False,śnieg,1,1.3
2024-01-07,Niedziela,19,282,15,38840.87,True,False,deszcz,1,1.3
2024-01-07,Niedziela,20,87,8,10409.64,True,False,śnieg,1,1.3
2024-01-07,Niedziela,21,142,10,16252.42,True,False,pochmurnie,1,1.3
2024-01-07,Niedziela,22,101,10,13377.03,True,False,słonecznie,1,1.3
2024-01-07,Niedziela,23,59,6,6560.15,True,False,śnieg,1,1.3
2024-01-08,Poniedziałek,7,65,8,7421.32,False,False,pochmurnie,1,1.3
2024-01-08,Poniedziałek,8,44,6,3218.36,False,False,deszcz,1,1.3
2024-01-08,Poniedziałek,9,129,12,13803.9,False,False,deszcz,1,1.3
2024-01-08,Poniedziałek,10,91,10,7175.3,False,False,słonecznie,1,1.3
2024-01-08,Poniedziałek,11,47,6,5962.79,False,False,śnieg,1,1.3
2024-01-08,Poniedziałek,12,107,10,9546.01,False,False,słonecznie,1,1.3
2024-01-08,Poniedziałek,13,135,12,16124.65,False,False,słonecznie,1,1.3
2024-01-08,Poniedziałek,14,128,12,10992.0,False,False,słonecznie,1,1.3
2024-01-08,Poniedziałek,15,134,12,14834.57,False,False,słonecznie,1,1.3
2024-01-08,Poniedziałek,16,95,10,6618.24,False,False,śnieg,1,1.3
2024-01-08,Poniedziałek,17,139,12,16608.0,False,False,słonecznie,1,1.3
2024-01-08,Poniedziałek,18,164,15,19935.25,False,False,pochmurnie,1,1.3
2024-01-08,Poniedziałek,19,148,12,14047.84,False,False,pochmurnie,1,1.3
2024-01-08,Poniedziałek,20,103,10,8251.31,False,False,deszcz,1,1.3
2024-01-08,Poniedziałek,21,84,8,8114.38,False,False,pochmurnie,1,1.3
2024-01-08,Poniedziałek,22,87,8,7636.69,False,False,pochmurnie,1,1.3
2024-01-08,Poniedziałek,23,37,6,4170.01,False,False,śnieg,1,1.3
2024-01-09,Wtorek,7,37,6,3000.18,False,False,śnieg,1,1.3
2024-01-09,Wtorek,8,86,8,8798.84,False,False,deszcz,1,1.3
2024-01-09,Wtorek,9,125,12,10148.47,False,False,pochmurnie,1,1.3
2024-01-09,Wtorek,10,112,8,12608.24,False,False,deszcz,1,1.3
2024-01-09,Wtorek,11,78,8,6568.45,False,False,pochmurnie,1,1.3
2024-01-09,Wtorek,12,144,12,8988.14,False,False,słonecznie,1,1.3
2024-01-09,Wtorek,13,130,12,16740.24,False,False,pochmurnie,1,1.3
2024-01-09,Wtorek,14,135,12,15183.37,False,False,słonecznie,1,1.3
2024-01-09,Wtorek,15,78,8,9981.37,False,False,śnieg,1,1.3
2024-01-09,Wtorek,16,123,12,11060.16,False,False,śnieg,1,1.3
2024-01-09,Wtorek,17,89,8,10623.9,False,False,śnieg,1,1.3
2024-01-09,Wtorek,18,163,15,16302.77,False,False,pochmurnie,1,1.3
2024-01-09,Wtorek,19,115,10,9684.29,False,False,słonecznie,1,1.3
2024-01-09,Wtorek,20,65,8,6528.75,False,False,śnieg,1,1.3
2024-01-09,Wtorek,21,98,8,9392.87,False,False,deszcz,1,1.3
2024-01-09,Wtorek,22,74,8,4899.97,False,False,słonecznie,1,1.3
2024-01-09,Wtorek,23,47,6,4900.22,False,False,pochmurnie,1,1.3
2024-01-10,Środa,7,57,6,6996.45,False,False,pochmurnie,1,1.3
2024-01-10,Środa,8,49,4,3994.83,False,False,pochmurnie,1,1.3
2024-01-10,Środa,9,74,6,9096.28,False,False,śnieg,1,1.3
2024-01-10,Środa,10,99,10,12533.02,False,False,śnieg,1,1.3
2024-01-10,Środa,11,75,8,6761.72,False,False,słonecznie,1,1.3
2024-01-10,Środa,12,170,15,20338.01,False,False,deszcz,1,1.3
2024-01-10,Środa,13,115,10,10216.42,False,False,słonecznie,1,1.3
2024-01-10,Środa,14,144,12,9121.35,False,False,pochmurnie,1,1.3
2024-01-10,Środa,15,141,12,13047.1,False,False,pochmurnie,1,1.3
2024-01-10,Środa,16,195,15,18785.07,False,False,pochmurnie,1,1.3
2024-01-10,Środa,17,145,12,14638.13,False,False,śnieg,1,1.3
2024-01-10,Środa,18,112,10,10528.02,False,False,pochmurnie,1,1.3
2024-01-10,Środa,19,156,15,15951.96,False,False,pochmurnie,1,1.3
2024-01-10,Środa,20,61,8,6530.3,False,False,słonecznie,1,1.3
2024-01-10,Środa,21,64,8,6641.8,False,False,pochmurnie,1,1.3
2024-01-10,Środa,22,96,12,10770.49,False,False,deszcz,1,1.3
2024-01-10,Środa,23,41,6,3543.95,False,False,słonecznie,1,1.3
2024-01-11,Czwartek,7,40,6,3229.13,False,False,słonecznie,1,1.3
2024-01-11,Czwartek,8,31,6,2838.12,False,False,pochmurnie,1,1.3
2024-01-11,Czwartek,9,122,12,11667.44,False,False,słonecznie,1,1.3
2024-01-11,Czwartek,10,99,10,11551.66,False,False,słonecznie,1,1.3
2024-01-11,Czwartek,11,71,8,6462.6,False,False,śnieg,1,1.3
2024-01-11,Czwartek,12,109,10,11491.99,False,False,pochmurnie,1,1.3
2024-01-11,Czwartek,13,148,12,7927.68,False,False,deszcz,1,1.3
2024-01-11,Czwartek,14,139,14,7720.29,False,False,deszcz,1,1.3
2024-01-11,Czwartek,15,135,12,13581.34,False,False,pochmurnie,1,1.3
2024-01-11,Czwartek,16,131,12,12632.42,False,False,pochmurnie,1,1.3
2024-01-11,Czwartek,17,114,10,11247.51,False,False,pochmurnie,1,1.3
2024-01-11,Czwartek,18,151,15,14215.1,False,False,pochmurnie,1,1.3
2024-01-11,Czwartek,19,139,12,10498.97,False,False,słonecznie,1,1.3
2024-01-11,Czwartek,20,101,10,11250.41,False,False,deszcz,1,1.3
2024-01-11,Czwartek,21,78,8,9487.84,False,False,słonecznie,1,1.3
2024-01-11,Czwartek,22,136,12,15403.58,False,False,deszcz,1,1.3
2024-01-11,Czwartek,23,35,6,3205.09,False,False,pochmurnie,1,1.3
2024-01-12,Piątek,7,60,6,4285.58,False,False,pochmurnie,1,1.3
2024-01-12,Piątek,8,31,6,3259.14,False,False,słonecznie,1,1.3
2024-01-12,Piątek,9,84,8,7033.5,False,False,słonecznie,1,1.3
2024-01-12,Piątek,10,82,10,6514.75,False,False,słonecznie,1,1.3
2024-01-12,Piątek,11,42,6,4507.59,False,False,śnieg,1,1.3
2024-01-12,Piątek,12,95,10,7473.07,False,False,śnieg,1,1.3
2024-01-12,Piątek,13,128,12,12790.32,False,False,pochmurnie,1,1.3
2024-01-12,Piątek,14,107,8,8282.23,False,False,śnieg,1,1.3
2024-01-12,Piątek,15,163,15,20236.94,False,False,pochmurnie,1,1.3
2024-01-12,Piątek,16,139,12,14632.64,False,False,pochmurnie,1,1.3
2024-01-12,Piątek,17,163,15,7443.04,False,False,pochmurnie,1,1.3
2024-01-12,Piątek,18,163,15,12831.74,False,False,pochmurnie,1,1.3
2024-01-12,Piątek,19,126,12,12577.24,False,False,pochmurnie,1,1.3
2024-01-12,Piątek,20,70,8,6709.72,False,False,pochmurnie,1,1.3
2024-01-12,Piątek,21,88,8,9564.24,False,False,deszcz,1,1.3
2024-01-12,Piątek,22,85,8,10280.6,False,False,pochmurnie,1,1.3
2024-01-12,Piątek,23,22,4,1681.08,False,False,śnieg,1,1.3
2024-01-13,Sobota,7,59,4,5956.28,True,False,śnieg,1,1.3
2024-01-13,Sobota,8,61,8,9035.98,True,False,śnieg,1,1.3
2024-01-13,Sobota,9,144,12,15134.9,True,False,pochmurnie,1,1.3
2024-01-13,Sobota,10,103,10,11032.16,True,False,śnieg,1,1.3
2024-01-13,Sobota,11,143,12,22712.5,True,False,pochmurnie,1,1.3
2024-01-13,Sobota,12,142,12,19094.53,True,False,śnieg,1,1.3
2024-01-13,Sobota,13,126,12,11620.39,True,False,pochmurnie,1,1.3
2024-01-13,Sobota,14,216,15,20688.36,True,False,pochmurnie,1,1.3
2024-01-13,Sobota,15,195,15,21307.15,True,False,pochmurnie,1,1.3
2024-01-13,Sobota,16,336,15,38997.97,True,False,deszcz,1,1.3
2024-01-13,Sobota,17,159,15,22054.11,True,False,słonecznie,1,1.3
2024-01-13,Sobota,18,254,13,35799.34,True,False,pochmurnie,1,1.3
2024-01-13,Sobota,19,217,15,25901.46,True,False,słonecznie,1,1.3
2024-01-13,Sobota,20,120,10,11562.33,True,False,deszcz,1,1.3
2024-01-13,Sobota,21,148,12,15345.02,True,False,deszcz,1,1.3
2024-01-13,Sobota,22,88,8,11608.03,True,False,śnieg,1,1.3
2024-01-13,Sobota,23,80,8,7428.7,True,False,deszcz,1,1.3
2024-01-14,Niedziela,7,77,10,7858.84,True,False,deszcz,1,1.3
2024-01-14,Niedziela,8,102,10,14614.74,True,False,deszcz,1,1.3
2024-01-14,Niedziela,9,98,10,11766.75,True,False,pochmurnie,1,1.3
2024-01-14,Niedziela,10,95,10,13899.88,True,False,pochmurnie,1,1.3
2024-01-14,Niedziela,11,176,15,30113.8,True,False,deszcz,1,1.3
2024-01-14,Niedziela,12,236,15,30603.67,True,False,deszcz,1,1.3
2024-01-14,Niedziela,13,172,15,21250.55,True,False,słonecznie,1,1.3
2024-01-14,Niedziela,14,240,15,34334.66,True,False,pochmurnie,1,1.3
2024-01-14,Niedziela,15,153,15,17772.8,True,False,śnieg,1,1.3
2024-01-14,Niedziela,16,156,15,17360.15,True,False,śnieg,1,1.3
2024-01-14,Niedziela,17,333,15,41730.69,True,False,pochmurnie,1,1.3
2024-01-14,Niedziela,18,182,15,19069.85,True,False,śnieg,1,1.3
2024-01-14,Niedziela,19,214,15,13668.62,True,False,śnieg,1,1.3
2024-01-14,Niedziela,20,115,10,9893.02,True,False,deszcz,1,1.3
2024-01-14,Niedziela,21,88,8,9536.39,True,False,pochmurnie,1,1.3
2024-01-14,Niedziela,22,112,10,12108.23,True,False,pochmurnie,1,1.3
2024-01-14,Niedziela,23,81,8,8958.94,True,False,pochmurnie,1,1.3
2024-01-15,Poniedziałek,7,65,6,7493.08,False,False,słonecznie,1,1.3
2024-01-15,Poniedziałek,8,28,4,2920.4,False,False,śnieg,1,1.3
2024-01-15,Poniedziałek,9,87,8,6532.18,False,False,słonecznie,1,1.3
2024-01-15,Poniedziałek,10,91,10,8904.22,False,False,pochmurnie,1,1.3
2024-01-15,Poniedziałek,11,91,10,8605.48,False,False,pochmurnie,1,1.3
2024-01-15,Poniedziałek,12,121,10,11832.67,False,False,słonecznie,1,1.3
2024-01-15,Poniedziałek,13,123,12,10481.86,False,False,pochmurnie,1,1.3
2024-01-15,Poniedziałek,14,151,15,7116.88,False,False,pochmurnie,1,1.3
2024-01-15,Poniedziałek,15,148,12,8536.49,False,False,słonecznie,1,1.3
2024-01-15,Poniedziałek,16,131,12,11844.13,False,False,śnieg,1,1.3
2024-01-15,Poniedziałek,17,149,12,12068.9,False,False,deszcz,1,1.3
2024-01-15,Poniedziałek,18,147,14,13780.87,False,False,słonecznie,1,1.3
2024-01-15,Poniedziałek,19,180,15,21219.84,False,False,słonecznie,1,1.3
2024-01-15,Poniedziałek,20,86,8,7042.57,False,False,deszcz,1,1.3
2024-01-15,Poniedziałek,21,89,8,9238.98,False,False,deszcz,1,1.3
2024-01-15,Poniedziałek,22,73,8,6633.81,False,False,pochmurnie,1,1.3
2024-01-15,Poniedziałek,23,42,6,4325.86,False,False,śnieg,1,1.3
2024-01-16,Wtorek,7,63,10,4842.96,False,False,pochmurnie,1,1.3
2024-01-16,Wtorek,8,52,6,4650.26,False,False,słonecznie,1,1.3
2024-01-16,Wtorek,9,52,6,6591.75,False,False,śnieg,1,1.3
2024-01-16,Wtorek,10,83,8,9452.22,False,False,pochmurnie,1,1.3
2024-01-16,Wtorek,11,112,12,7105.74,False,False,pochmurnie,1,1.3
2024-01-16,Wtorek,12,99,10,12532.04,False,False,pochmurnie,1,1.3
2024-01-16,Wtorek,13,71,6,6048.59,False,False,śnieg,1,1.3
2024-01-16,Wtorek,14,90,8,9196.6,False,False,śnieg,1,1.3
2024-01-16,Wtorek,15,178,15,16810.81,False,False,deszcz,1,1.3
2024-01-16,Wtorek,16,147,12,13814.32,False,False,pochmurnie,1,1.3
2024-01-16,Wtorek,17,212,15,22705.33,False,False,pochmurnie,1,1.3
2024-01-16,Wtorek,18,128,12,11736.1,False,False,śnieg,1,1.3
2024-01-16,Wtorek,19,123,12,11908.21,False,False,pochmurnie,1,1.3
2024-01-16,Wtorek,20,81,10,6268.53,False,False,pochmurnie,1,1.3
2024-01-16,Wtorek,21,83,8,8957.08,False,False,śnieg,1,1.3
2024-01-16,Wtorek,22,102,10,11494.22,False,False,deszcz,1,1.3
2024-01-16,Wtorek,23,28,4,2917.19,False,False,śnieg,1,1.3
2024-01-17,Środa,7,26,4,1871.16,False,False,pochmurnie,1,1.3
2024-01-17,Środa,8,52,8,5125.85,False,False,deszcz,1,1.3
2024-01-17,Środa,9,81,8,5644.09,False,False,pochmurnie,1,1.3
2024-01-17,Środa,10,112,10,8858.3,False,False,pochmurnie,1,1.3
2024-01-17,Środa,11,95,10,13526.37,False,False,deszcz,1,1.3
2024-01-17,Środa,12,125,12,12277.83,False,False,pochmurnie,1,1.3
2024-01-17,Środa,13,112,10,10885.97,False,False,pochmurnie,1,1.3
2024-01-17,Środa,14,113,10,12742.81,False,False,deszcz,1,1.3
2024-01-17,Środa,15,154,15,19538.66,False,False,deszcz,1,1.3
2024-01-17,Środa,16,92,8,8076.97,False,False,śnieg,1,1.3
2024-01-17,Środa,17,172,15,19351.03,False,False,pochmurnie,1,1.3
2024-01-17,Środa,18,110,10,12715.39,False,False,słonecznie,1,1.3
2024-01-17,Środa,19,154,15,16350.5,False,False,słonecznie,1,1.3
2024-01-17,Środa,20,115,10,11172.58,False,False,deszcz,1,1.3
2024-01-17,Środa,21,107,10,12246.58,False,False,deszcz,1,1.3
2024-01-17,Środa,22,72,8,7660.29,False,False,pochmurnie,1,1.3
2024-01-17,Środa,23,50,6,4936.92,False,False,słonecznie,1,1.3
2024-01-18,Czwartek,7,54,6,5260.1,False,False,słonecznie,1,1.3
2024-01-18,Czwartek,8,27,4,3076.83,False,False,śnieg,1,1.3
2024-01-18,Czwartek,9,87,8,8139.07,False,False,śnieg,1,1.3
2024-01-18,Czwartek,10,106,10,9085.39,False,False,słonecznie,1,1.3
2024-01-18,Czwartek,11,69,8,7177.28,False,False,słonecznie,1,1.3
2024-01-18,Czwartek,12,128,12,11056.96,False,False,pochmurnie,1,1.3
2024-01-18,Czwartek,13,118,10,11496.71,False,False,pochmurnie,1,1.3
2024-01-18,Czwartek,14,152,15,14977.77,False,False,pochmurnie,1,1.3
2024-01-18,Czwartek,15,176,15,17616.65,False,False,deszcz,1,1.3
2024-01-18,Czwartek,16,127,12,14500.69,False,False,śnieg,1,1.3
2024-01-18,Czwartek,17,188,15,15547.27,False,False,pochmurnie,1,1.3
2024-01-18,Czwartek,18,173,15,15305.12,False,False,śnieg,1,1.3
2024-01-18,Czwartek,19,140,12,8868.33,False,False,deszcz,1,1.3
2024-01-18,Czwartek,20,73,8,6564.74,False,False,pochmurnie,1,1.3
2024-01-18,Czwartek,21,65,8,4945.43,False,False,pochmurnie,1,1.3
2024-01-18,Czwartek,22,78,10,7738.84,False,False,pochmurnie,1,1.3
2024-01-18,Czwartek,23,27,4,2896.75,False,False,śnieg,1,1.3
2024-01-19,Piątek,7,45,6,4101.67,False,False,śnieg,1,1.3
2024-01-19,Piątek,8,70,8,5813.49,False,False,słonecznie,1,1.3
2024-01-19,Piątek,9,117,10,12152.1,False,False,deszcz,1,1.3
2024-01-19,Piątek,10,67,6,6454.2,False,False,słonecznie,1,1.3
2024-01-19,Piątek,11,102,10,8670.14,False,False,deszcz,1,1.3
2024-01-19,Piątek,12,91,10,8369.63,False,False,śnieg,1,1.3
2024-01-19,Piątek,13,189,15,16013.32,False,False,deszcz,1,1.3
2024-01-19,Piątek,14,130,12,11468.87,False,False,pochmurnie,1,1.3
2024-01-19,Piątek,15,127,12,8600.01,False,False,pochmurnie,1,1.3
2024-01-19,Piątek,16,107,10,10482.21,False,False,śnieg,1,1.3
2024-01-19,Piątek,17,112,10,9858.39,False,False,śnieg,1,1.3
2024-01-19,Piątek,18,170,15,19465.85,False,False,pochmurnie,1,1.3
2024-01-19,Piątek,19,151,15,12175.23,False,False,pochmurnie,1,1.3
2024-01-19,Piątek,20,89,8,6932.0,False,False,pochmurnie,1,1.3
2024-01-19,Piątek,21,57,6,5644.61,False,False,śnieg,1,1.3
2024-01-19,Piątek,22,33,6,2618.09,False,False,pochmurnie,1,1.3
2024-01-19,Piątek,23,51,6,5803.54,False,False,deszcz,1,1.3
2024-01-20,Sobota,7,34,6,4215.7,True,False,śnieg,1,1.3
2024-01-20,Sobota,8,62,8,8552.78,True,False,śnieg,1,1.3
2024-01-20,Sobota,9,117,10,15144.97,True,False,śnieg,1,1.3
2024-01-20,Sobota,10,202,15,28129.87,True,False,deszcz,1,1.3
2024-01-20,Sobota,11,97,10,12064.87,True,False,śnieg,1,1.3
2024-01-20,Sobota,12,180,15,21090.42,True,False,pochmurnie,1,1.3
2024-01-20,Sobota,13,132,10,16459.22,True,False,śnieg,1,1.3
2024-01-20,Sobota,14,167,15,23649.63,True,False,słonecznie,1,1.3
2024-01-20,Sobota,15,167,15,13665.46,True,False,śnieg,1,1.3
2024-01-20,Sobota,16,226,15,29406.91,True,False,deszcz,1,1.3
2024-01-20,Sobota,17,263,15,31195.59,True,False,słonecznie,1,1.3
2024-01-20,Sobota,18,195,15,28874.23,True,False,śnieg,1,1.3
2024-01-20,Sobota,19,225,15,18644.34,True,False,śnieg,1,1.3
2024-01-20,Sobota,20,108,10,12764.77,True,False,pochmurnie,1,1.3
2024-01-20,Sobota,21,110,10,12954.94,True,False,pochmurnie,1,1.3
2024-01-20,Sobota,22,126,12,10218.49,True,False,słonecznie,1,1.3
2024-01-20,Sobota,23,67,6,6877.05,True,False,słonecznie,1,1.3
2024-01-21,Niedziela,7,116,10,13059.26,True,False,deszcz,1,1.3
2024-01-21,Niedziela,8,33,6,3472.25,True,False,śnieg,1,1.3
2024-01-21,Niedziela,9,92,10,6118.53,True,False,słonecznie,1,1.3
2024-01-21,Niedziela,10,152,15,20569.53,True,False,pochmurnie,1,1.3
2024-01-21,Niedziela,11,178,15,18123.23,True,False,deszcz,1,1.3
2024-01-21,Niedziela,12,143,12,12759.27,True,False,śnieg,1,1.3
2024-01-21,Niedziela,13,239,15,21721.79,True,False,pochmurnie,1,1.3
2024-01-21,Niedziela,14,212,15,23222.09,True,False,pochmurnie,1,1.3
2024-01-21,Niedziela,15,119,10,17277.05,True,False,śnieg,1,1.3
2024-01-21,Niedziela,16,228,15,25849.55,True,False,słonecznie,1,1.3
