date,day_of_week,hour,customers_per_hour,staff_working,sales_pln,is_weekend,is_holiday,weather,month,seasonal_multiplier,hour_sin,hour_cos,day_of_week_encoded,weather_encoded,optimal_staff_count,day_of_month,is_peak_hour,is_lunch_hour
2024-01-02,Wtorek,12,127,12,9330.47,0,0,deszcz,1,1.3,1.2246467991473532e-16,-1.0,1,0,8,2,0,1
2024-01-02,Wtorek,13,140,10,14047.33,0,0,pochmurnie,1,1.3,-0.2588190451025208,-0.9659258262890683,1,1,8,2,0,1
2024-01-02,Wtorek,14,163,15,13592.22,0,0,deszcz,1,1.3,-0.4999999999999997,-0.8660254037844388,1,0,8,2,0,1
2024-01-02,Wtorek,15,153,15,15466.35,0,0,pochmurnie,1,1.3,-0.7071067811865471,-0.7071067811865479,1,1,8,2,0,1
2024-01-02,Wtorek,16,88,8,9661.89,0,0,słonecznie,1,1.3,-0.8660254037844385,-0.5000000000000004,1,2,8,2,1,0
2024-01-02,Wtorek,17,119,10,13538.02,0,0,pochmurnie,1,1.3,-0.9659258262890683,-0.25881904510252063,1,1,8,2,1,0
2024-01-02,Wtorek,18,150,12,15214.2,0,0,pochmurnie,1,1.3,-1.0,-1.8369701987210297e-16,1,1,8,2,1,0
2024-01-02,Wtorek,19,135,12,14632.22,0,0,słonecznie,1,1.3,-0.9659258262890684,0.2588190451025203,1,2,8,2,1,0
2024-01-02,Wtorek,20,54,6,4642.29,0,0,śnieg,1,1.3,-0.8660254037844386,0.5000000000000001,1,3,6,2,0,0
2024-01-02,Wtorek,21,68,8,7877.62,0,0,śnieg,1,1.3,-0.7071067811865477,0.7071067811865474,1,3,8,2,0,0
2024-01-02,Wtorek,22,57,6,5941.61,0,0,śnieg,1,1.3,-0.5000000000000004,0.8660254037844384,1,3,6,2,0,0
2024-01-02,Wtorek,23,48,6,4711.68,0,0,śnieg,1,1.3,-0.25881904510252157,0.9659258262890681,1,3,6,2,0,0
2024-01-03,Środa,7,38,6,3385.88,0,0,pochmurnie,1,1.3,0.9659258262890683,-0.25881904510252063,2,1,6,3,0,0
2024-01-03,Środa,8,47,4,4218.01,0,0,śnieg,1,1.3,0.8660254037844387,-0.4999999999999998,2,3,4,3,0,0
2024-01-03,Środa,9,91,10,8260.75,0,0,pochmurnie,1,1.3,0.7071067811865476,-0.7071067811865475,2,1,8,3,0,0
2024-01-03,Środa,10,85,8,7632.62,0,0,pochmurnie,1,1.3,0.49999999999999994,-0.8660254037844387,2,1,8,3,0,0
2024-01-03,Środa,11,88,8,9000.02,0,0,pochmurnie,1,1.3,0.258819045102521,-0.9659258262890682,2,1,8,3,0,0
2024-01-03,Środa,12,84,8,10102.79,0,0,śnieg,1,1.3,1.2246467991473532e-16,-1.0,2,3,8,3,0,1
2024-01-03,Środa,13,86,8,8128.96,0,0,pochmurnie,1,1.3,-0.2588190451025208,-0.9659258262890683,2,1,8,3,0,1
2024-01-03,Środa,14,125,12,10901.63,0,0,pochmurnie,1,1.3,-0.4999999999999997,-0.8660254037844388,2,1,8,3,0,1
2024-01-03,Środa,15,120,10,12051.34,0,0,słonecznie,1,1.3,-0.7071067811865471,-0.7071067811865479,2,2,8,3,0,1
2024-01-03,Środa,16,165,15,15653.08,0,0,pochmurnie,1,1.3,-0.8660254037844385,-0.5000000000000004,2,1,8,3,1,0
2024-01-03,Środa,17,186,15,20187.47,0,0,pochmurnie,1,1.3,-0.9659258262890683,-0.25881904510252063,2,1,8,3,1,0
2024-01-03,Środa,18,169,15,20265.18,0,0,deszcz,1,1.3,-1.0,-1.8369701987210297e-16,2,0,8,3,1,0
2024-01-03,Środa,19,171,17,22987.22,0,0,słonecznie,1,1.3,-0.9659258262890684,0.2588190451025203,2,2,8,3,1,0
2024-01-03,Środa,20,72,8,8036.42,0,0,słonecznie,1,1.3,-0.8660254037844386,0.5000000000000001,2,2,8,3,0,0
2024-01-03,Środa,21,99,10,8507.81,0,0,deszcz,1,1.3,-0.7071067811865477,0.7071067811865474,2,0,8,3,0,0
2024-01-03,Środa,22,78,6,6896.78,0,0,pochmurnie,1,1.3,-0.5000000000000004,0.8660254037844384,2,1,6,3,0,0
2024-01-03,Środa,23,43,6,4451.56,0,0,deszcz,1,1.3,-0.25881904510252157,0.9659258262890681,2,0,6,3,0,0
2024-01-04,Czwartek,7,52,6,4789.36,0,0,słonecznie,1,1.3,0.9659258262890683,-0.25881904510252063,3,2,6,4,0,0
2024-01-04,Czwartek,8,30,6,2676.09,0,0,śnieg,1,1.3,0.8660254037844387,-0.4999999999999998,3,3,6,4,0,0
2024-01-04,Czwartek,9,107,10,11236.09,0,0,deszcz,1,1.3,0.7071067811865476,-0.7071067811865475,3,0,8,4,0,0
2024-01-04,Czwartek,10,95,10,11260.21,0,0,pochmurnie,1,1.3,0.49999999999999994,-0.8660254037844387,3,1,8,4,0,0
2024-01-04,Czwartek,11,69,8,6299.31,0,0,śnieg,1,1.3,0.258819045102521,-0.9659258262890682,3,3,8,4,0,0
2024-01-04,Czwartek,12,129,12,14070.39,0,0,pochmurnie,1,1.3,1.2246467991473532e-16,-1.0,3,1,8,4,0,1
2024-01-04,Czwartek,13,119,10,9447.57,0,0,śnieg,1,1.3,-0.2588190451025208,-0.9659258262890683,3,3,8,4,0,1
2024-01-04,Czwartek,14,160,15,16197.77,0,0,deszcz,1,1.3,-0.4999999999999997,-0.8660254037844388,3,0,8,4,0,1
2024-01-04,Czwartek,15,128,12,14112.41,0,0,słonecznie,1,1.3,-0.7071067811865471,-0.7071067811865479,3,2,8,4,0,1
2024-01-04,Czwartek,16,164,15,13471.23,0,0,słonecznie,1,1.3,-0.8660254037844385,-0.5000000000000004,3,2,8,4,1,0
2024-01-04,Czwartek,17,201,15,14692.42,0,0,deszcz,1,1.3,-0.9659258262890683,-0.25881904510252063,3,0,8,4,1,0
2024-01-04,Czwartek,18,156,15,16663.6,0,0,deszcz,1,1.3,-1.0,-1.8369701987210297e-16,3,0,8,4,1,0
2024-01-04,Czwartek,19,171,15,12765.54,0,0,deszcz,1,1.3,-0.9659258262890684,0.2588190451025203,3,0,8,4,1,0
2024-01-04,Czwartek,20,113,12,11574.6,0,0,deszcz,1,1.3,-0.8660254037844386,0.5000000000000001,3,0,8,4,0,0
2024-01-04,Czwartek,21,67,10,6540.91,0,0,pochmurnie,1,1.3,-0.7071067811865477,0.7071067811865474,3,1,8,4,0,0
2024-01-04,Czwartek,22,53,6,4256.72,0,0,śnieg,1,1.3,-0.5000000000000004,0.8660254037844384,3,3,6,4,0,0
2024-01-04,Czwartek,23,68,8,6166.74,0,0,deszcz,1,1.3,-0.25881904510252157,0.9659258262890681,3,0,8,4,0,0
2024-01-05,Piątek,7,46,4,5573.53,0,0,pochmurnie,1,1.3,0.9659258262890683,-0.25881904510252063,4,1,4,5,0,0
2024-01-05,Piątek,8,39,6,3680.76,0,0,deszcz,1,1.3,0.8660254037844387,-0.4999999999999998,4,0,6,5,0,0
2024-01-05,Piątek,9,59,6,6117.39,0,0,śnieg,1,1.3,0.7071067811865476,-0.7071067811865475,4,3,6,5,0,0
2024-01-05,Piątek,10,71,6,7691.16,0,0,śnieg,1,1.3,0.49999999999999994,-0.8660254037844387,4,3,6,5,0,0
2024-01-05,Piątek,11,62,8,4199.43,0,0,śnieg,1,1.3,0.258819045102521,-0.9659258262890682,4,3,8,5,0,0
2024-01-05,Piątek,12,105,10,9005.5,0,0,pochmurnie,1,1.3,1.2246467991473532e-16,-1.0,4,1,8,5,0,1
2024-01-05,Piątek,13,127,12,12945.84,0,0,pochmurnie,1,1.3,-0.2588190451025208,-0.9659258262890683,4,1,8,5,0,1
2024-01-05,Piątek,14,102,10,8204.79,0,0,śnieg,1,1.3,-0.4999999999999997,-0.8660254037844388,4,3,8,5,0,1
2024-01-05,Piątek,15,100,10,7442.65,0,0,śnieg,1,1.3,-0.7071067811865471,-0.7071067811865479,4,3,8,5,0,1
2024-01-05,Piątek,16,223,15,25464.72,0,0,deszcz,1,1.3,-0.8660254037844385,-0.5000000000000004,4,0,8,5,1,0
2024-01-05,Piątek,17,96,10,7499.44,0,0,śnieg,1,1.3,-0.9659258262890683,-0.25881904510252063,4,3,8,5,1,0
2024-01-05,Piątek,18,131,12,13051.5,0,0,śnieg,1,1.3,-1.0,-1.8369701987210297e-16,4,3,8,5,1,0
2024-01-05,Piątek,19,212,15,34842.02,0,0,deszcz,1,1.3,-0.9659258262890684,0.2588190451025203,4,0,8,5,1,0
2024-01-05,Piątek,20,119,10,13421.73,0,0,deszcz,1,1.3,-0.8660254037844386,0.5000000000000001,4,0,8,5,0,0
2024-01-05,Piątek,21,74,8,8040.95,0,0,pochmurnie,1,1.3,-0.7071067811865477,0.7071067811865474,4,1,8,5,0,0
2024-01-05,Piątek,22,80,8,6367.46,0,0,słonecznie,1,1.3,-0.5000000000000004,0.8660254037844384,4,2,8,5,0,0
2024-01-05,Piątek,23,70,8,4297.25,0,0,pochmurnie,1,1.3,-0.25881904510252157,0.9659258262890681,4,1,8,5,0,0
2024-01-06,Sobota,7,28,4,3078.48,1,1,słonecznie,1,1.3,0.9659258262890683,-0.25881904510252063,5,2,4,6,0,0
2024-01-06,Sobota,8,27,3,3527.42,1,1,słonecznie,1,1.3,0.8660254037844387,-0.4999999999999998,5,2,3,6,0,0
2024-01-06,Sobota,9,87,8,9651.59,1,1,pochmurnie,1,1.3,0.7071067811865476,-0.7071067811865475,5,1,8,6,0,0
2024-01-06,Sobota,10,54,6,6088.05,1,1,słonecznie,1,1.3,0.49999999999999994,-0.8660254037844387,5,2,6,6,0,0
2024-01-06,Sobota,11,120,10,17535.22,1,1,deszcz,1,1.3,0.258819045102521,-0.9659258262890682,5,0,8,6,0,0
2024-01-06,Sobota,12,79,8,8857.96,1,1,deszcz,1,1.3,1.2246467991473532e-16,-1.0,5,0,8,6,0,1
2024-01-06,Sobota,13,78,8,5775.85,1,1,słonecznie,1,1.3,-0.2588190451025208,-0.9659258262890683,5,2,8,6,0,1
2024-01-06,Sobota,14,100,10,12606.53,1,1,pochmurnie,1,1.3,-0.4999999999999997,-0.8660254037844388,5,1,8,6,0,1
2024-01-06,Sobota,15,88,8,8956.44,1,1,pochmurnie,1,1.3,-0.7071067811865471,-0.7071067811865479,5,1,8,6,0,1
2024-01-06,Sobota,16,189,15,22039.33,1,1,deszcz,1,1.3,-0.8660254037844385,-0.5000000000000004,5,0,8,6,1,0
2024-01-06,Sobota,17,155,15,22038.79,1,1,deszcz,1,1.3,-0.9659258262890683,-0.25881904510252063,5,0,8,6,1,0
2024-01-06,Sobota,18,87,8,8557.63,1,1,pochmurnie,1,1.3,-1.0,-1.8369701987210297e-16,5,1,8,6,1,0
2024-01-06,Sobota,19,101,10,14818.07,1,1,słonecznie,1,1.3,-0.9659258262890684,0.2588190451025203,5,2,8,6,1,0
2024-01-06,Sobota,20,24,4,2094.71,1,1,słonecznie,1,1.3,-0.8660254037844386,0.5000000000000001,5,2,4,6,0,0
2024-01-06,Sobota,21,49,6,3999.38,1,1,deszcz,1,1.3,-0.7071067811865477,0.7071067811865474,5,0,6,6,0,0
2024-01-06,Sobota,22,54,6,5993.07,1,1,pochmurnie,1,1.3,-0.5000000000000004,0.8660254037844384,5,1,6,6,0,0
2024-01-06,Sobota,23,28,4,4381.47,1,1,śnieg,1,1.3,-0.25881904510252157,0.9659258262890681,5,3,4,6,0,0
2024-01-07,Niedziela,7,48,6,5951.11,1,0,słonecznie,1,1.3,0.9659258262890683,-0.25881904510252063,6,2,6,7,0,0
2024-01-07,Niedziela,8,65,8,7495.5,1,0,pochmurnie,1,1.3,0.8660254037844387,-0.4999999999999998,6,1,8,7,0,0
2024-01-07,Niedziela,9,139,12,17833.98,1,0,pochmurnie,1,1.3,0.7071067811865476,-0.7071067811865475,6,1,8,7,0,0
2024-01-07,Niedziela,10,122,12,19471.74,1,0,pochmurnie,1,1.3,0.49999999999999994,-0.8660254037844387,6,1,8,7,0,0
2024-01-07,Niedziela,11,106,10,13431.01,1,0,śnieg,1,1.3,0.258819045102521,-0.9659258262890682,6,3,8,7,0,0
2024-01-07,Niedziela,12,171,15,20260.78,1,0,pochmurnie,1,1.3,1.2246467991473532e-16,-1.0,6,1,8,7,0,1
2024-01-07,Niedziela,13,151,15,19985.06,1,0,słonecznie,1,1.3,-0.2588190451025208,-0.9659258262890683,6,2,8,7,0,1
2024-01-07,Niedziela,14,170,15,24713.76,1,0,śnieg,1,1.3,-0.4999999999999997,-0.8660254037844388,6,3,8,7,0,1
2024-01-07,Niedziela,15,209,15,26668.4,1,0,pochmurnie,1,1.3,-0.7071067811865471,-0.7071067811865479,6,1,8,7,0,1
2024-01-07,Niedziela,16,204,15,20126.89,1,0,śnieg,1,1.3,-0.8660254037844385,-0.5000000000000004,6,3,8,7,1,0
2024-01-07,Niedziela,17,233,15,27152.49,1,0,pochmurnie,1,1.3,-0.9659258262890683,-0.25881904510252063,6,1,8,7,1,0
2024-01-07,Niedziela,18,166,15,23090.24,1,0,śnieg,1,1.3,-1.0,-1.8369701987210297e-16,6,3,8,7,1,0
2024-01-07,Niedziela,19,282,15,38840.87,1,0,deszcz,1,1.3,-0.9659258262890684,0.2588190451025203,6,0,8,7,1,0
2024-01-07,Niedziela,20,87,8,10409.64,1,0,śnieg,1,1.3,-0.8660254037844386,0.5000000000000001,6,3,8,7,0,0
2024-01-07,Niedziela,21,142,10,16252.42,1,0,pochmurnie,1,1.3,-0.7071067811865477,0.7071067811865474,6,1,8,7,0,0
2024-01-07,Niedziela,22,101,10,13377.03,1,0,słonecznie,1,1.3,-0.5000000000000004,0.8660254037844384,6,2,8,7,0,0
2024-01-07,Niedziela,23,59,6,6560.15,1,0,śnieg,1,1.3,-0.25881904510252157,0.9659258262890681,6,3,6,7,0,0
2024-01-08,Poniedziałek,7,65,8,7421.32,0,0,pochmurnie,1,1.3,0.9659258262890683,-0.25881904510252063,0,1,8,8,0,0
2024-01-08,Poniedziałek,8,44,6,3218.36,0,0,deszcz,1,1.3,0.8660254037844387,-0.4999999999999998,0,0,6,8,0,0
2024-01-08,Poniedziałek,9,129,12,13803.9,0,0,deszcz,1,1.3,0.7071067811865476,-0.7071067811865475,0,0,8,8,0,0
2024-01-08,Poniedziałek,10,91,10,7175.3,0,0,słonecznie,1,1.3,0.49999999999999994,-0.8660254037844387,0,2,8,8,0,0
2024-01-08,Poniedziałek,11,47,6,5962.79,0,0,śnieg,1,1.3,0.258819045102521,-0.9659258262890682,0,3,6,8,0,0
2024-01-08,Poniedziałek,12,107,10,9546.01,0,0,słonecznie,1,1.3,1.2246467991473532e-16,-1.0,0,2,8,8,0,1
2024-01-08,Poniedziałek,13,135,12,16124.65,0,0,słonecznie,1,1.3,-0.2588190451025208,-0.9659258262890683,0,2,8,8,0,1
2024-01-08,Poniedziałek,14,128,12,10992.0,0,0,słonecznie,1,1.3,-0.4999999999999997,-0.8660254037844388,0,2,8,8,0,1
2024-01-08,Poniedziałek,15,134,12,14834.57,0,0,słonecznie,1,1.3,-0.7071067811865471,-0.7071067811865479,0,2,8,8,0,1
2024-01-08,Poniedziałek,16,95,10,6618.24,0,0,śnieg,1,1.3,-0.8660254037844385,-0.5000000000000004,0,3,8,8,1,0
2024-01-08,Poniedziałek,17,139,12,16608.0,0,0,słonecznie,1,1.3,-0.9659258262890683,-0.25881904510252063,0,2,8,8,1,0
2024-01-08,Poniedziałek,18,164,15,19935.25,0,0,pochmurnie,1,1.3,-1.0,-1.8369701987210297e-16,0,1,8,8,1,0
2024-01-08,Poniedziałek,19,148,12,14047.84,0,0,pochmurnie,1,1.3,-0.9659258262890684,0.2588190451025203,0,1,8,8,1,0
2024-01-08,Poniedziałek,20,103,10,8251.31,0,0,deszcz,1,1.3,-0.8660254037844386,0.5000000000000001,0,0,8,8,0,0
2024-01-08,Poniedziałek,21,84,8,8114.38,0,0,pochmurnie,1,1.3,-0.7071067811865477,0.7071067811865474,0,1,8,8,0,0
2024-01-08,Poniedziałek,22,87,8,7636.69,0,0,pochmurnie,1,1.3,-0.5000000000000004,0.8660254037844384,0,1,8,8,0,0
2024-01-08,Poniedziałek,23,37,6,4170.01,0,0,śnieg,1,1.3,-0.25881904510252157,0.9659258262890681,0,3,6,8,0,0
2024-01-09,Wtorek,7,37,6,3000.18,0,0,śnieg,1,1.3,0.9659258262890683,-0.25881904510252063,1,3,6,9,0,0
2024-01-09,Wtorek,8,86,8,8798.84,0,0,deszcz,1,1.3,0.8660254037844387,-0.4999999999999998,1,0,8,9,0,0
2024-01-09,Wtorek,9,125,12,10148.47,0,0,pochmurnie,1,1.3,0.7071067811865476,-0.7071067811865475,1,1,8,9,0,0
2024-01-09,Wtorek,10,112,8,12608.24,0,0,deszcz,1,1.3,0.49999999999999994,-0.8660254037844387,1,0,8,9,0,0
2024-01-09,Wtorek,11,78,8,6568.45,0,0,pochmurnie,1,1.3,0.258819045102521,-0.9659258262890682,1,1,8,9,0,0
2024-01-09,Wtorek,12,144,12,8988.14,0,0,słonecznie,1,1.3,1.2246467991473532e-16,-1.0,1,2,8,9,0,1
2024-01-09,Wtorek,13,130,12,16740.24,0,0,pochmurnie,1,1.3,-0.2588190451025208,-0.9659258262890683,1,1,8,9,0,1
2024-01-09,Wtorek,14,135,12,15183.37,0,0,słonecznie,1,1.3,-0.4999999999999997,-0.8660254037844388,1,2,8,9,0,1
2024-01-09,Wtorek,15,78,8,9981.37,0,0,śnieg,1,1.3,-0.7071067811865471,-0.7071067811865479,1,3,8,9,0,1
2024-01-09,Wtorek,16,123,12,11060.16,0,0,śnieg,1,1.3,-0.8660254037844385,-0.5000000000000004,1,3,8,9,1,0
2024-01-09,Wtorek,17,89,8,10623.9,0,0,śnieg,1,1.3,-0.9659258262890683,-0.25881904510252063,1,3,8,9,1,0
2024-01-09,Wtorek,18,163,15,16302.77,0,0,pochmurnie,1,1.3,-1.0,-1.8369701987210297e-16,1,1,8,9,1,0
2024-01-09,Wtorek,19,115,10,9684.29,0,0,słonecznie,1,1.3,-0.9659258262890684,0.2588190451025203,1,2,8,9,1,0
2024-01-09,Wtorek,20,65,8,6528.75,0,0,śnieg,1,1.3,-0.8660254037844386,0.5000000000000001,1,3,8,9,0,0
2024-01-09,Wtorek,21,98,8,9392.87,0,0,deszcz,1,1.3,-0.7071067811865477,0.7071067811865474,1,0,8,9,0,0
2024-01-09,Wtorek,22,74,8,4899.97,0,0,słonecznie,1,1.3,-0.5000000000000004,0.8660254037844384,1,2,8,9,0,0
2024-01-09,Wtorek,23,47,6,4900.22,0,0,pochmurnie,1,1.3,-0.25881904510252157,0.9659258262890681,1,1,6,9,0,0
2024-01-10,Środa,7,57,6,6996.45,0,0,pochmurnie,1,1.3,0.9659258262890683,-0.25881904510252063,2,1,6,10,0,0
2024-01-10,Środa,8,49,4,3994.83,0,0,pochmurnie,1,1.3,0.8660254037844387,-0.4999999999999998,2,1,4,10,0,0
2024-01-10,Środa,9,74,6,9096.28,0,0,śnieg,1,1.3,0.7071067811865476,-0.7071067811865475,2,3,6,10,0,0
2024-01-10,Środa,10,99,10,12533.02,0,0,śnieg,1,1.3,0.49999999999999994,-0.8660254037844387,2,3,8,10,0,0
2024-01-10,Środa,11,75,8,6761.72,0,0,słonecznie,1,1.3,0.258819045102521,-0.9659258262890682,2,2,8,10,0,0
2024-01-10,Środa,12,170,15,20338.01,0,0,deszcz,1,1.3,1.2246467991473532e-16,-1.0,2,0,8,10,0,1
2024-01-10,Środa,13,115,10,10216.42,0,0,słonecznie,1,1.3,-0.2588190451025208,-0.9659258262890683,2,2,8,10,0,1
2024-01-10,Środa,14,144,12,9121.35,0,0,pochmurnie,1,1.3,-0.4999999999999997,-0.8660254037844388,2,1,8,10,0,1
2024-01-10,Środa,15,141,12,13047.1,0,0,pochmurnie,1,1.3,-0.7071067811865471,-0.7071067811865479,2,1,8,10,0,1
2024-01-10,Środa,16,195,15,18785.07,0,0,pochmurnie,1,1.3,-0.8660254037844385,-0.5000000000000004,2,1,8,10,1,0
2024-01-10,Środa,17,145,12,14638.13,0,0,śnieg,1,1.3,-0.9659258262890683,-0.25881904510252063,2,3,8,10,1,0
2024-01-10,Środa,18,112,10,10528.02,0,0,pochmurnie,1,1.3,-1.0,-1.8369701987210297e-16,2,1,8,10,1,0
2024-01-10,Środa,19,156,15,15951.96,0,0,pochmurnie,1,1.3,-0.9659258262890684,0.2588190451025203,2,1,8,10,1,0
2024-01-10,Środa,20,61,8,6530.3,0,0,słonecznie,1,1.3,-0.8660254037844386,0.5000000000000001,2,2,8,10,0,0
2024-01-10,Środa,21,64,8,6641.8,0,0,pochmurnie,1,1.3,-0.7071067811865477,0.7071067811865474,2,1,8,10,0,0
2024-01-10,Środa,22,96,12,10770.49,0,0,deszcz,1,1.3,-0.5000000000000004,0.8660254037844384,2,0,8,10,0,0
2024-01-10,Środa,23,41,6,3543.95,0,0,słonecznie,1,1.3,-0.25881904510252157,0.9659258262890681,2,2,6,10,0,0
2024-01-11,Czwartek,7,40,6,3229.13,0,0,słonecznie,1,1.3,0.9659258262890683,-0.25881904510252063,3,2,6,11,0,0
2024-01-11,Czwartek,8,31,6,2838.12,0,0,pochmurnie,1,1.3,0.8660254037844387,-0.4999999999999998,3,1,6,11,0,0
2024-01-11,Czwartek,9,122,12,11667.44,0,0,słonecznie,1,1.3,0.7071067811865476,-0.7071067811865475,3,2,8,11,0,0
2024-01-11,Czwartek,10,99,10,11551.66,0,0,słonecznie,1,1.3,0.49999999999999994,-0.8660254037844387,3,2,8,11,0,0
2024-01-11,Czwartek,11,71,8,6462.6,0,0,śnieg,1,1.3,0.258819045102521,-0.9659258262890682,3,3,8,11,0,0
2024-01-11,Czwartek,12,109,10,11491.99,0,0,pochmurnie,1,1.3,1.2246467991473532e-16,-1.0,3,1,8,11,0,1
2024-01-11,Czwartek,13,148,12,7927.68,0,0,deszcz,1,1.3,-0.2588190451025208,-0.9659258262890683,3,0,8,11,0,1
2024-01-11,Czwartek,14,139,14,7720.29,0,0,deszcz,1,1.3,-0.4999999999999997,-0.8660254037844388,3,0,8,11,0,1
2024-01-11,Czwartek,15,135,12,13581.34,0,0,pochmurnie,1,1.3,-0.7071067811865471,-0.7071067811865479,3,1,8,11,0,1
2024-01-11,Czwartek,16,131,12,12632.42,0,0,pochmurnie,1,1.3,-0.8660254037844385,-0.5000000000000004,3,1,8,11,1,0
2024-01-11,Czwartek,17,114,10,11247.51,0,0,pochmurnie,1,1.3,-0.9659258262890683,-0.25881904510252063,3,1,8,11,1,0
2024-01-11,Czwartek,18,151,15,14215.1,0,0,pochmurnie,1,1.3,-1.0,-1.8369701987210297e-16,3,1,8,11,1,0
2024-01-11,Czwartek,19,139,12,10498.97,0,0,słonecznie,1,1.3,-0.9659258262890684,0.2588190451025203,3,2,8,11,1,0
2024-01-11,Czwartek,20,101,10,11250.41,0,0,deszcz,1,1.3,-0.8660254037844386,0.5000000000000001,3,0,8,11,0,0
2024-01-11,Czwartek,21,78,8,9487.84,0,0,słonecznie,1,1.3,-0.7071067811865477,0.7071067811865474,3,2,8,11,0,0
2024-01-11,Czwartek,22,136,12,15403.58,0,0,deszcz,1,1.3,-0.5000000000000004,0.8660254037844384,3,0,8,11,0,0
2024-01-11,Czwartek,23,35,6,3205.09,0,0,pochmurnie,1,1.3,-0.25881904510252157,0.9659258262890681,3,1,6,11,0,0
2024-01-12,Piątek,7,60,6,4285.58,0,0,pochmurnie,1,1.3,0.9659258262890683,-0.25881904510252063,4,1,6,12,0,0
2024-01-12,Piątek,8,31,6,3259.14,0,0,słonecznie,1,1.3,0.8660254037844387,-0.4999999999999998,4,2,6,12,0,0
2024-01-12,Piątek,9,84,8,7033.5,0,0,słonecznie,1,1.3,0.7071067811865476,-0.7071067811865475,4,2,8,12,0,0
2024-01-12,Piątek,10,82,10,6514.75,0,0,słonecznie,1,1.3,0.49999999999999994,-0.8660254037844387,4,2,8,12,0,0
2024-01-12,Piątek,11,42,6,4507.59,0,0,śnieg,1,1.3,0.258819045102521,-0.9659258262890682,4,3,6,12,0,0
2024-01-12,Piątek,12,95,10,7473.07,0,0,śnieg,1,1.3,1.2246467991473532e-16,-1.0,4,3,8,12,0,1
2024-01-12,Piątek,13,128,12,12790.32,0,0,pochmurnie,1,1.3,-0.2588190451025208,-0.9659258262890683,4,1,8,12,0,1
